Indicador;Sexo, grupo de edad y nivel de estudios;periodo;Total
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2017-2T hasta 2018-1T;21,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2017-1T hasta 2017-4T;21,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2016-4T hasta 2017-3T;21,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2016-3T hasta 2017-2T;21,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2016-2T hasta 2017-1T;21,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2016-1T hasta 2016-4T;21,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2015-4T hasta 2016-3T;21,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2015-3T hasta 2016-2T;21,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2015-2T hasta 2016-1T;21,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2015-1T hasta 2015-4T;20,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2014-4T hasta 2015-3T;19,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2014-3T hasta 2015-2T;18,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2014-2T hasta 2015-1T;18,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2014-1T hasta 2014-4T;17,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2013-4T hasta 2014-3T;17,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2013-3T hasta 2014-2T;18,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2013-2T hasta 2014-1T;18,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2013-1T hasta 2013-4T;19,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2012-4T hasta 2013-3T;19,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2012-3T hasta 2013-2T;20,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2012-2T hasta 2013-1T;20,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2012-1T hasta 2012-4T;21,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2011-4T hasta 2012-3T;21,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2011-3T hasta 2012-2T;22,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2011-2T hasta 2012-1T;23,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación general;De 2011-1T hasta 2011-4T;23,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2025-1T hasta 2025-4T;9,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2024-4T hasta 2025-3T;9,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2024-3T hasta 2025-2T;9,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2024-2T hasta 2025-1T;9,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2024-1T hasta 2024-4T;9,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2023-4T hasta 2024-3T;9,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2023-3T hasta 2024-2T;9,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2023-2T hasta 2024-1T;9,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2023-1T hasta 2023-4T;10,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2022-4T hasta 2023-3T;10,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2022-3T hasta 2023-2T;10,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2022-2T hasta 2023-1T;10,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2022-1T hasta 2022-4T;10,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2021-4T hasta 2022-3T;10,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2021-3T hasta 2022-2T;9,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2021-2T hasta 2022-1T;8,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2021-1T hasta 2021-4T;8,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2020-4T hasta 2021-3T;8,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2020-3T hasta 2021-2T;8,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2020-2T hasta 2021-1T;8,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2020-1T hasta 2020-4T;9,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2019-4T hasta 2020-3T;9,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2019-3T hasta 2020-2T;9,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2019-2T hasta 2020-1T;8,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2019-1T hasta 2019-4T;8,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2018-4T hasta 2019-3T;8,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2018-3T hasta 2019-2T;8,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2018-2T hasta 2019-1T;8,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2018-1T hasta 2018-4T;8,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2017-4T hasta 2018-3T;7,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2017-3T hasta 2018-2T;7,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2017-2T hasta 2018-1T;6,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2017-1T hasta 2017-4T;5,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2016-4T hasta 2017-3T;5,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2016-3T hasta 2017-2T;5,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2016-2T hasta 2017-1T;5,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2016-1T hasta 2016-4T;6,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2015-4T hasta 2016-3T;7,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2015-3T hasta 2016-2T;7,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2015-2T hasta 2016-1T;8,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2015-1T hasta 2015-4T;9,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2014-4T hasta 2015-3T;9,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2014-3T hasta 2015-2T;9,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2014-2T hasta 2015-1T;9,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2014-1T hasta 2014-4T;8,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2013-4T hasta 2014-3T;8,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2013-3T hasta 2014-2T;7,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2013-2T hasta 2014-1T;8,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2013-1T hasta 2013-4T;9,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2012-4T hasta 2013-3T;9,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2012-3T hasta 2013-2T;10,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2012-2T hasta 2013-1T;10,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2012-1T hasta 2012-4T;9,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2011-4T hasta 2012-3T;8,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2011-3T hasta 2012-2T;7,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2011-2T hasta 2012-1T;7,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Segunda etapa de educación secundaria: Orientación profesional;De 2011-1T hasta 2011-4T;7,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2025-1T hasta 2025-4T;51,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2024-4T hasta 2025-3T;51,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2024-3T hasta 2025-2T;51,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2024-2T hasta 2025-1T;51,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2024-1T hasta 2024-4T;51,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2023-4T hasta 2024-3T;51,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2023-3T hasta 2024-2T;51,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2023-2T hasta 2024-1T;50,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2023-1T hasta 2023-4T;50,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2022-4T hasta 2023-3T;49,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2022-3T hasta 2023-2T;49,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2022-2T hasta 2023-1T;50,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2022-1T hasta 2022-4T;51,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2021-4T hasta 2022-3T;51,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2021-3T hasta 2022-2T;53,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2021-2T hasta 2022-1T;54,4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2021-1T hasta 2021-4T;54,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2020-4T hasta 2021-3T;55,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2020-3T hasta 2021-2T;55,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2020-2T hasta 2021-1T;54,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2020-1T hasta 2020-4T;54,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2019-4T hasta 2020-3T;54,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2019-3T hasta 2020-2T;54,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2019-2T hasta 2020-1T;54,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2019-1T hasta 2019-4T;53,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2018-4T hasta 2019-3T;52,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2018-3T hasta 2019-2T;51,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2018-2T hasta 2019-1T;51,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2018-1T hasta 2018-4T;51,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2017-4T hasta 2018-3T;52,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2017-3T hasta 2018-2T;52,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2017-2T hasta 2018-1T;53,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2017-1T hasta 2017-4T;53,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2016-4T hasta 2017-3T;52,6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2016-3T hasta 2017-2T;52,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2016-2T hasta 2017-1T;51,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2016-1T hasta 2016-4T;49,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2015-4T hasta 2016-3T;48,8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2015-3T hasta 2016-2T;48,5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2015-2T hasta 2016-1T;49,2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2015-1T hasta 2015-4T;50,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2014-4T hasta 2015-3T;50,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2014-3T hasta 2015-2T;51,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2014-2T hasta 2015-1T;50,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2014-1T hasta 2014-4T;50,3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2013-4T hasta 2014-3T;50,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2013-3T hasta 2014-2T;49,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2013-2T hasta 2014-1T;48,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2013-1T hasta 2013-4T;47,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2012-4T hasta 2013-3T;46,1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2012-3T hasta 2013-2T;45,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2012-2T hasta 2013-1T;43,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2012-1T hasta 2012-4T;42,9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2011-4T hasta 2012-3T;42,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2011-3T hasta 2012-2T;41,7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2011-2T hasta 2012-1T;41,0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual;Educación superior o equivalente;De 2011-1T hasta 2011-4T;40,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2025-1T hasta 2025-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2024-4T hasta 2025-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2024-3T hasta 2025-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2024-2T hasta 2025-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2024-1T hasta 2024-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2023-4T hasta 2024-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2023-3T hasta 2024-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2023-2T hasta 2024-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2023-1T hasta 2023-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2022-4T hasta 2023-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2022-3T hasta 2023-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2022-2T hasta 2023-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2022-1T hasta 2022-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2021-4T hasta 2022-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2021-3T hasta 2022-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2021-2T hasta 2022-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2021-1T hasta 2021-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2020-4T hasta 2021-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2020-3T hasta 2021-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2020-2T hasta 2021-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2020-1T hasta 2020-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2019-4T hasta 2020-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2019-3T hasta 2020-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2019-2T hasta 2020-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2019-1T hasta 2019-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2018-4T hasta 2019-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2018-3T hasta 2019-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2018-2T hasta 2019-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2018-1T hasta 2018-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2017-4T hasta 2018-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2017-3T hasta 2018-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2017-2T hasta 2018-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2017-1T hasta 2017-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2016-4T hasta 2017-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2016-3T hasta 2017-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2016-2T hasta 2017-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2016-1T hasta 2016-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2015-4T hasta 2016-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2015-3T hasta 2016-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2015-2T hasta 2016-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2015-1T hasta 2015-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2014-4T hasta 2015-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2014-3T hasta 2015-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2014-2T hasta 2015-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2014-1T hasta 2014-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2013-4T hasta 2014-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2013-3T hasta 2014-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2013-2T hasta 2014-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2013-1T hasta 2013-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2012-4T hasta 2013-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2012-3T hasta 2013-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2012-2T hasta 2013-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2012-1T hasta 2012-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2011-4T hasta 2012-3T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2011-3T hasta 2012-2T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2011-2T hasta 2012-1T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;TOTAL;De 2011-1T hasta 2011-4T;100,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2025-1T hasta 2025-4T;53,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2024-4T hasta 2025-3T;53,4
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2024-3T hasta 2025-2T;53,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2024-2T hasta 2025-1T;53,5
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2024-1T hasta 2024-4T;53,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2023-4T hasta 2024-3T;53,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2023-3T hasta 2024-2T;53,6
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2023-2T hasta 2024-1T;53,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2023-1T hasta 2023-4T;53,7
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2022-4T hasta 2023-3T;53,8
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2022-3T hasta 2023-2T;54,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2022-2T hasta 2023-1T;54,0
DISTRIBUCIÓN PORCENTUAL DEL EMPLEO TOTAL;Hombres;De 2022-1T hasta 2022-4T;54,1
